date,latitude,longitude,pressure_msl
2024-11-26,5.25,80.375,1005.8791666666666
2024-11-26,5.25,80.625,1005.3916666666668
2024-11-26,5.25,80.875,1005.2041666666668
2024-11-26,5.25,81.125,1005.0500000000001
2024-11-26,5.25,81.375,1004.8083333333334
2024-11-26,5.25,81.625,1004.6583333333333
2024-11-26,5.25,81.875,1004.4250000000001
2024-11-26,5.25,82.125,1004.2958333333332
2024-11-26,5.25,82.375,1004.0916666666667
2024-11-26,5.25,82.625,1003.8166666666666
2024-11-26,5.25,82.875,1003.7125
2024-11-26,5.25,83.125,1003.6541666666667
2024-11-26,5.25,83.375,1003.3791666666666
2024-11-26,5.25,83.625,1003.4083333333333
2024-11-26,5.25,83.875,1003.4666666666667
2024-11-26,5.25,84.125,1003.7708333333334
2024-11-26,5.25,84.375,1003.9416666666666
2024-11-26,5.25,84.625,1004.1833333333334
2024-11-26,5.25,84.875,1004.5208333333334
2024-11-26,5.25,85.125,1004.7624999999999
2024-11-26,5.25,85.375,1004.9375
2024-11-26,5.25,85.625,1005.1
2024-11-26,5.25,85.875,1005.3708333333334
2024-11-26,5.25,86.125,1005.5041666666666
2024-11-26,5.25,86.375,1005.6791666666667
2024-11-26,5.25,86.625,1005.8625000000001
2024-11-26,5.25,86.875,1005.9541666666668
2024-11-26,5.25,87.125,1006.0958333333333
2024-11-26,5.25,87.375,1006.1875
2024-11-26,5.25,87.625,1006.3541666666666
2024-11-26,5.25,87.875,1006.4416666666666
2024-11-26,5.25,88.125,1006.5124999999999
2024-11-26,5.25,88.375,1006.6541666666667
2024-11-26,5.25,88.625,1006.725
2024-11-26,5.5,68.875,1009.4250000000001
2024-11-26,5.5,69.125,1009.3916666666668
2024-11-26,5.5,69.375,1009.3166666666666
2024-11-26,5.5,69.625,1009.275
2024-11-26,5.5,69.875,1009.2291666666666
2024-11-26,5.5,70.125,1009.1416666666668
2024-11-26,5.5,70.375,1009.1
2024-11-26,5.5,70.625,1009.0708333333333
2024-11-26,5.5,70.875,1009.0375
2024-11-26,5.5,71.125,1009.0124999999999
2024-11-26,5.5,71.375,1008.9875000000001
2024-11-26,5.5,71.625,1008.9416666666666
2024-11-26,5.5,71.875,1008.9083333333333
2024-11-26,5.5,72.125,1008.8791666666666
2024-11-26,5.5,72.375,1008.8375
2024-11-26,5.5,72.625,1008.8333333333334
2024-11-26,5.5,72.875,1008.8166666666666
2024-11-26,5.5,73.125,1008.7833333333333
2024-11-26,5.5,73.375,1008.75
2024-11-26,5.5,73.625,1008.7416666666667
2024-11-26,5.5,73.875,1008.7375000000001
2024-11-26,5.5,74.125,1008.725
2024-11-26,5.5,74.375,1008.7041666666668
2024-11-26,5.5,74.625,1008.6791666666667
2024-11-26,5.5,74.875,1008.6291666666666
2024-11-26,5.5,75.125,1008.6125000000001
2024-11-26,5.5,75.375,1008.6416666666668
2024-11-26,5.5,75.625,1008.6458333333334
2024-11-26,5.5,75.875,1008.6458333333334
2024-11-26,5.5,76.125,1008.6416666666668
2024-11-26,5.5,76.375,1008.5958333333333
2024-11-26,5.5,76.625,1008.525
2024-11-26,5.5,76.875,1008.4458333333333
2024-11-26,5.5,77.125,1008.3666666666667
2024-11-26,5.5,77.375,1008.2624999999999
2024-11-26,5.5,77.625,1008.2041666666668
2024-11-26,5.5,77.875,1008.1291666666666
2024-11-26,5.5,78.125,1007.9666666666667
2024-11-26,5.5,78.375,1007.8666666666667
2024-11-26,5.5,78.625,1007.7541666666666
2024-11-26,5.5,78.875,1007.4583333333334
2024-11-26,5.5,79.125,1007.2708333333334
2024-11-26,5.5,79.375,1006.9416666666666
2024-11-26,5.5,79.625,1006.5708333333333
2024-11-26,5.5,79.875,1006.3208333333333
2024-11-26,5.5,80.125,1005.9375
2024-11-26,5.5,80.375,1005.5958333333333
2024-11-26,5.5,80.625,1005.3791666666666
2024-11-26,5.5,80.875,1005.0541666666667
2024-11-26,5.5,81.125,1004.9
2024-11-26,5.5,81.375,1004.6625
2024-11-26,5.5,81.625,1004.5416666666666
2024-11-26,5.5,81.875,1004.3249999999999
2024-11-26,5.5,82.125,1004.0083333333333
2024-11-26,5.5,82.375,1003.8541666666666
2024-11-26,5.5,82.625,1003.5666666666666
2024-11-26,5.5,82.875,1003.4
2024-11-26,5.5,83.125,1003.2666666666668
2024-11-26,5.5,83.375,1003.1
2024-11-26,5.5,83.625,1003.1125000000001
2024-11-26,5.5,83.875,1003.3458333333333
2024-11-26,5.5,84.125,1003.5500000000001
2024-11-26,5.5,84.375,1003.6958333333333
2024-11-26,5.5,84.625,1004.1666666666666
2024-11-26,5.5,84.875,1004.3833333333333
2024-11-26,5.5,85.125,1004.5833333333334
2024-11-26,5.5,85.375,1004.8583333333332
2024-11-26,5.5,85.625,1005.125
2024-11-26,5.5,85.875,1005.35
2024-11-26,5.5,86.125,1005.475
2024-11-26,5.5,86.375,1005.6833333333334
2024-11-26,5.5,86.625,1005.8375
2024-11-26,5.5,86.875,1005.9499999999999
2024-11-26,5.5,87.125,1006.1
2024-11-26,5.5,87.375,1006.2333333333332
2024-11-26,5.5,87.625,1006.3625000000001
2024-11-26,5.5,87.875,1006.4416666666666
2024-11-26,5.5,88.125,1006.5458333333332
2024-11-26,5.5,88.375,1006.6458333333334
2024-11-26,5.5,88.625,1006.7083333333334
2024-11-26,5.75,68.875,1009.4041666666667
2024-11-26,5.75,69.125,1009.3666666666667
2024-11-26,5.75,69.375,1009.3083333333334
2024-11-26,5.75,69.625,1009.25
2024-11-26,5.75,69.875,1009.2083333333334
2024-11-26,5.75,70.125,1009.1291666666666
2024-11-26,5.75,70.375,1009.0875
2024-11-26,5.75,70.625,1009.0833333333334
2024-11-26,5.75,70.875,1009.0416666666666
2024-11-26,5.75,71.125,1009.0083333333333
2024-11-26,5.75,71.375,1008.9541666666668
2024-11-26,5.75,71.625,1008.9333333333334
2024-11-26,5.75,71.875,1008.9083333333333
2024-11-26,5.75,72.125,1008.8791666666666
2024-11-26,5.75,72.375,1008.85
2024-11-26,5.75,72.625,1008.8291666666668
2024-11-26,5.75,72.875,1008.8125
2024-11-26,5.75,73.125,1008.7875
2024-11-26,5.75,73.375,1008.7583333333333
2024-11-26,5.75,73.625,1008.7541666666666
2024-11-26,5.75,73.875,1008.7416666666667
2024-11-26,5.75,74.125,1008.7458333333334
2024-11-26,5.75,74.375,1008.7208333333333
2024-11-26,5.75,74.625,1008.6833333333334
2024-11-26,5.75,74.875,1008.65
2024-11-26,5.75,75.125,1008.65
2024-11-26,5.75,75.375,1008.6791666666667
2024-11-26,5.75,75.625,1008.6625
2024-11-26,5.75,75.875,1008.6750000000001
2024-11-26,5.75,76.125,1008.6708333333332
2024-11-26,5.75,76.375,1008.6125000000001
2024-11-26,5.75,76.625,1008.5625
2024-11-26,5.75,76.875,1008.5041666666666
2024-11-26,5.75,77.125,1008.4125
2024-11-26,5.75,77.375,1008.3208333333333
2024-11-26,5.75,77.625,1008.2166666666667
2024-11-26,5.75,77.875,1008.1041666666666
2024-11-26,5.75,78.125,1007.9791666666666
2024-11-26,5.75,78.375,1007.8874999999999
2024-11-26,5.75,78.625,1007.7166666666667
2024-11-26,5.75,78.875,1007.4416666666666
2024-11-26,5.75,79.125,1007.2541666666666
2024-11-26,5.75,79.375,1006.9125
2024-11-26,5.75,79.625,1006.5083333333333
2024-11-26,5.75,79.875,1006.2375000000001
2024-11-26,5.75,80.125,1005.8541666666666
2024-11-26,5.75,80.375,1005.4666666666667
2024-11-26,5.75,80.625,1005.2083333333334
2024-11-26,5.75,80.875,1004.8458333333333
2024-11-26,5.75,81.125,1004.6750000000001
2024-11-26,5.75,81.375,1004.5958333333333
2024-11-26,5.75,81.625,1004.4208333333332
2024-11-26,5.75,81.875,1004.1958333333333
2024-11-26,5.75,82.125,1003.9458333333333
2024-11-26,5.75,82.375,1003.7583333333333
2024-11-26,5.75,82.625,1003.5541666666667
2024-11-26,5.75,82.875,1003.1125000000001
2024-11-26,5.75,83.125,1002.9625
2024-11-26,5.75,83.375,1002.7666666666668
2024-11-26,5.75,83.625,1002.8541666666666
2024-11-26,5.75,83.875,1002.9958333333334
2024-11-26,5.75,84.125,1003.275
2024-11-26,5.75,84.375,1003.5500000000001
2024-11-26,5.75,84.625,1004.0666666666666
2024-11-26,5.75,84.875,1004.3125
2024-11-26,5.75,85.125,1004.5375
2024-11-26,5.75,85.375,1004.9166666666666
2024-11-26,5.75,85.625,1005.0875
2024-11-26,5.75,85.875,1005.3083333333334
2024-11-26,5.75,86.125,1005.4499999999999
2024-11-26,5.75,86.375,1005.6625
2024-11-26,5.75,86.625,1005.8208333333333
2024-11-26,5.75,86.875,1005.9333333333334
2024-11-26,5.75,87.125,1006.1166666666667
2024-11-26,5.75,87.375,1006.2291666666666
2024-11-26,5.75,87.625,1006.3166666666666
2024-11-26,5.75,87.875,1006.4250000000001
2024-11-26,5.75,88.125,1006.5333333333333
2024-11-26,5.75,88.375,1006.6374999999999
2024-11-26,5.75,88.625,1006.7125
2024-11-26,6.0,68.875,1009.3708333333334
2024-11-26,6.0,69.125,1009.35
2024-11-26,6.0,69.375,1009.2458333333334
2024-11-26,6.0,69.625,1009.2083333333334
2024-11-26,6.0,69.875,1009.1875
2024-11-26,6.0,70.125,1009.1625
2024-11-26,6.0,70.375,1009.1333333333333
2024-11-26,6.0,70.625,1009.1083333333332
2024-11-26,6.0,70.875,1009.0583333333334
2024-11-26,6.0,71.125,1009.0124999999999
2024-11-26,6.0,71.375,1008.975
2024-11-26,6.0,71.625,1008.9291666666667
2024-11-26,6.0,71.875,1008.9083333333333
2024-11-26,6.0,72.125,1008.8791666666666
2024-11-26,6.0,72.375,1008.85
2024-11-26,6.0,72.625,1008.8166666666666
2024-11-26,6.0,72.875,1008.8000000000001
2024-11-26,6.0,73.125,1008.7875
2024-11-26,6.0,73.375,1008.775
2024-11-26,6.0,73.625,1008.7875
2024-11-26,6.0,73.875,1008.7624999999999
2024-11-26,6.0,74.125,1008.7458333333334
2024-11-26,6.0,74.375,1008.7291666666666
2024-11-26,6.0,74.625,1008.7041666666668
2024-11-26,6.0,74.875,1008.6916666666666
2024-11-26,6.0,75.125,1008.6875
2024-11-26,6.0,75.375,1008.6875
2024-11-26,6.0,75.625,1008.6916666666666
2024-11-26,6.0,75.875,1008.6958333333333
2024-11-26,6.0,76.125,1008.6708333333332
2024-11-26,6.0,76.375,1008.65
2024-11-26,6.0,76.625,1008.6041666666666
2024-11-26,6.0,76.875,1008.5041666666666
2024-11-26,6.0,77.125,1008.4333333333333
2024-11-26,6.0,77.375,1008.375
2024-11-26,6.0,77.625,1008.2083333333334
2024-11-26,6.0,77.875,1008.1166666666667
2024-11-26,6.0,78.125,1008.0458333333332
2024-11-26,6.0,78.375,1007.8458333333333
2024-11-26,6.0,78.625,1007.6999999999999
2024-11-26,6.0,78.875,1007.5083333333333
2024-11-26,6.0,79.125,1007.2208333333333
2024-11-26,6.0,79.375,1006.875
2024-11-26,6.0,79.625,1006.4791666666666
2024-11-26,6.0,79.875,1006.1999999999999
2024-11-26,6.0,80.375,1005.4166666666666
2024-11-26,6.0,80.625,1005.0958333333333
2024-11-26,6.0,81.125,1004.6750000000001
2024-11-26,6.0,81.375,1004.5791666666668
2024-11-26,6.0,81.625,1004.4166666666666
2024-11-26,6.0,81.875,1004.1791666666667
2024-11-26,6.0,82.125,1003.9583333333334
2024-11-26,6.0,82.375,1003.6291666666666
2024-11-26,6.0,82.625,1003.3041666666667
2024-11-26,6.0,82.875,1002.9708333333333
2024-11-26,6.0,83.125,1002.7708333333334
2024-11-26,6.0,83.375,1002.6791666666667
2024-11-26,6.0,83.625,1002.6791666666667
2024-11-26,6.0,83.875,1002.7791666666667
2024-11-26,6.0,84.125,1003.1458333333334
2024-11-26,6.0,84.375,1003.625
2024-11-26,6.0,84.625,1003.9125
2024-11-26,6.0,84.875,1004.2791666666667
2024-11-26,6.0,85.125,1004.6208333333334
2024-11-26,6.0,85.375,1004.8958333333334
2024-11-26,6.0,85.625,1005.0708333333333
2024-11-26,6.0,85.875,1005.2291666666666
2024-11-26,6.0,86.125,1005.5166666666668
2024-11-26,6.0,86.375,1005.65
2024-11-26,6.0,86.625,1005.8208333333333
2024-11-26,6.0,86.875,1005.9958333333334
2024-11-26,6.0,87.125,1006.0916666666667
2024-11-26,6.0,87.375,1006.2375000000001
2024-11-26,6.0,87.625,1006.3083333333334
2024-11-26,6.0,87.875,1006.4625
2024-11-26,6.0,88.125,1006.5458333333332
2024-11-26,6.0,88.375,1006.6
2024-11-26,6.0,88.625,1006.6916666666666
2024-11-26,6.125,80.125,1005.8416666666667
2024-11-26,6.125,80.25,1005.7333333333332
2024-11-26,6.125,80.875,1004.7958333333332
2024-11-26,6.25,68.875,1009.3291666666668
2024-11-26,6.25,69.125,1009.2791666666667
2024-11-26,6.25,69.375,1009.2291666666666
2024-11-26,6.25,69.625,1009.1999999999999
2024-11-26,6.25,69.875,1009.1791666666667
2024-11-26,6.25,70.125,1009.1666666666666
2024-11-26,6.25,70.375,1009.1458333333334
2024-11-26,6.25,70.625,1009.1041666666666
2024-11-26,6.25,70.875,1009.0625
2024-11-26,6.25,71.125,1009.0291666666667
2024-11-26,6.25,71.375,1008.9791666666666
2024-11-26,6.25,71.625,1008.9541666666668
2024-11-26,6.25,71.875,1008.9291666666667
2024-11-26,6.25,72.125,1008.8791666666666
2024-11-26,6.25,72.375,1008.8583333333332
2024-11-26,6.25,72.625,1008.8416666666667
2024-11-26,6.25,72.875,1008.8249999999999
2024-11-26,6.25,73.125,1008.8083333333334
2024-11-26,6.25,73.375,1008.7875
2024-11-26,6.25,73.625,1008.775
2024-11-26,6.25,73.875,1008.775
2024-11-26,6.25,74.125,1008.75
2024-11-26,6.25,74.375,1008.7333333333332
2024-11-26,6.25,74.625,1008.7083333333334
2024-11-26,6.25,74.875,1008.7166666666667
2024-11-26,6.25,75.125,1008.7041666666668
2024-11-26,6.25,75.375,1008.7166666666667
2024-11-26,6.25,75.625,1008.7041666666668
2024-11-26,6.25,75.875,1008.7083333333334
2024-11-26,6.25,76.125,1008.6999999999999
2024-11-26,6.25,76.375,1008.6833333333334
2024-11-26,6.25,76.625,1008.5958333333333
2024-11-26,6.25,76.875,1008.5458333333332
2024-11-26,6.25,77.125,1008.4625
2024-11-26,6.25,77.375,1008.4
2024-11-26,6.25,77.625,1008.2708333333334
2024-11-26,6.25,77.875,1008.15
2024-11-26,6.25,78.125,1008.0791666666668
2024-11-26,6.25,78.375,1007.875
2024-11-26,6.25,78.625,1007.7333333333332
2024-11-26,6.25,78.875,1007.5291666666667
2024-11-26,6.25,79.125,1007.1041666666666
2024-11-26,6.25,79.375,1006.85
2024-11-26,6.25,79.625,1006.6
2024-11-26,6.25,80.125,1005.9083333333333
2024-11-26,6.25,80.625,1005.9333333333334
2024-11-26,6.25,80.875,1004.8708333333334
2024-11-26,6.25,81.125,1004.7458333333334
2024-11-26,6.25,81.375,1004.6291666666666
2024-11-26,6.25,81.625,1004.4291666666667
2024-11-26,6.25,81.875,1004.1625
2024-11-26,6.25,82.125,1003.9250000000001
2024-11-26,6.25,82.375,1003.375
2024-11-26,6.25,82.625,1003.1
2024-11-26,6.25,82.875,1002.8666666666667
2024-11-26,6.25,83.125,1002.5416666666666
2024-11-26,6.25,83.375,1002.4458333333333
2024-11-26,6.25,83.625,1002.5208333333334
2024-11-26,6.25,83.875,1002.7166666666667
2024-11-26,6.25,84.125,1003.1416666666668
2024-11-26,6.25,84.375,1003.5875
2024-11-26,6.25,84.625,1003.8916666666668
2024-11-26,6.25,84.875,1004.2875
2024-11-26,6.25,85.125,1004.6166666666667
2024-11-26,6.25,85.375,1004.8249999999999
2024-11-26,6.25,85.625,1005.0875
2024-11-26,6.25,85.875,1005.3083333333334
2024-11-26,6.25,86.125,1005.5041666666666
2024-11-26,6.25,86.375,1005.6333333333333
2024-11-26,6.25,86.625,1005.7624999999999
2024-11-26,6.25,86.875,1005.9916666666667
2024-11-26,6.25,87.125,1006.0958333333333
2024-11-26,6.25,87.375,1006.2375000000001
2024-11-26,6.25,87.625,1006.3375
2024-11-26,6.25,87.875,1006.4291666666667
2024-11-26,6.25,88.125,1006.5416666666666
2024-11-26,6.25,88.375,1006.5958333333333
2024-11-26,6.25,88.625,1006.7291666666666
2024-11-26,6.375,80.0,1006.0291666666667
2024-11-26,6.5,68.875,1009.2958333333332
2024-11-26,6.5,69.125,1009.2791666666667
2024-11-26,6.5,69.375,1009.2375000000001
2024-11-26,6.5,69.625,1009.2208333333333
2024-11-26,6.5,69.875,1009.2041666666668
2024-11-26,6.5,70.125,1009.1833333333334
2024-11-26,6.5,70.375,1009.1666666666666
2024-11-26,6.5,70.625,1009.1333333333333
2024-11-26,6.5,70.875,1009.0583333333334
2024-11-26,6.5,71.125,1009.0333333333333
2024-11-26,6.5,71.375,1009.0083333333333
2024-11-26,6.5,71.625,1008.9791666666666
2024-11-26,6.5,71.875,1008.9291666666667
2024-11-26,6.5,72.125,1008.9041666666667
2024-11-26,6.5,72.375,1008.8666666666667
2024-11-26,6.5,72.625,1008.8458333333333
2024-11-26,6.5,72.875,1008.8375
2024-11-26,6.5,73.125,1008.8166666666666
2024-11-26,6.5,73.375,1008.7875
2024-11-26,6.5,73.625,1008.7791666666667
2024-11-26,6.5,73.875,1008.7666666666668
2024-11-26,6.5,74.125,1008.7458333333334
2024-11-26,6.5,74.375,1008.7333333333332
2024-11-26,6.5,74.625,1008.7291666666666
2024-11-26,6.5,74.875,1008.7166666666667
2024-11-26,6.5,75.125,1008.7375000000001
2024-11-26,6.5,75.375,1008.7291666666666
2024-11-26,6.5,75.625,1008.725
2024-11-26,6.5,75.875,1008.7416666666667
2024-11-26,6.5,76.125,1008.725
2024-11-26,6.5,76.375,1008.6999999999999
2024-11-26,6.5,76.625,1008.6083333333332
2024-11-26,6.5,76.875,1008.5541666666667
2024-11-26,6.5,77.125,1008.5291666666667
2024-11-26,6.5,77.375,1008.375
2024-11-26,6.5,77.625,1008.2958333333332
2024-11-26,6.5,77.875,1008.2125
2024-11-26,6.5,78.125,1008.1083333333332
2024-11-26,6.5,78.375,1007.9833333333332
2024-11-26,6.5,78.625,1007.7666666666668
2024-11-26,6.5,78.875,1007.4458333333333
2024-11-26,6.5,79.125,1007.2166666666667
2024-11-26,6.5,79.375,1006.8833333333333
2024-11-26,6.5,79.625,1006.6374999999999
2024-11-26,6.5,80.125,1006.1125000000001
2024-11-26,6.5,80.5,1006.6875
2024-11-26,6.5,80.625,1006.1999999999999
2024-11-26,6.5,80.875,1005.2541666666666
2024-11-26,6.5,81.125,1005.0875
2024-11-26,6.5,81.375,1004.6999999999999
2024-11-26,6.5,81.625,1004.4499999999999
2024-11-26,6.5,82.125,1003.8583333333332
2024-11-26,6.5,82.375,1003.4083333333333
2024-11-26,6.5,82.625,1002.9833333333332
2024-11-26,6.5,82.875,1002.6958333333333
2024-11-26,6.5,83.125,1002.3541666666666
2024-11-26,6.5,83.375,1002.2791666666667
2024-11-26,6.5,83.625,1002.375
2024-11-26,6.5,83.875,1002.8708333333334
2024-11-26,6.5,84.125,1003.1791666666667
2024-11-26,6.5,84.375,1003.6458333333334
2024-11-26,6.5,84.625,1003.9291666666667
2024-11-26,6.5,84.875,1004.3041666666667
2024-11-26,6.5,85.125,1004.6208333333334
2024-11-26,6.5,85.375,1004.8249999999999
2024-11-26,6.5,85.625,1005.1833333333334
2024-11-26,6.5,85.875,1005.3208333333333
2024-11-26,6.5,86.125,1005.4541666666668
2024-11-26,6.5,86.375,1005.6374999999999
2024-11-26,6.5,86.625,1005.8291666666668
2024-11-26,6.5,86.875,1005.9833333333332
2024-11-26,6.5,87.125,1006.0916666666667
2024-11-26,6.5,87.375,1006.1999999999999
2024-11-26,6.5,87.625,1006.3541666666666
2024-11-26,6.5,87.875,1006.4416666666666
2024-11-26,6.5,88.125,1006.5375
2024-11-26,6.5,88.375,1006.6374999999999
2024-11-26,6.5,88.625,1006.7125
2024-11-26,6.625,80.25,1006.2791666666667
2024-11-26,6.625,81.75,1004.4041666666667
2024-11-26,6.75,68.875,1009.2916666666666
2024-11-26,6.75,69.125,1009.2833333333333
2024-11-26,6.75,69.375,1009.2666666666668
2024-11-26,6.75,69.625,1009.2458333333334
2024-11-26,6.75,69.875,1009.2333333333332
2024-11-26,6.75,70.125,1009.2125
2024-11-26,6.75,70.375,1009.1625
2024-11-26,6.75,70.625,1009.1333333333333
2024-11-26,6.75,70.875,1009.0875
2024-11-26,6.75,71.125,1009.0291666666667
2024-11-26,6.75,71.375,1009.0124999999999
2024-11-26,6.75,71.625,1008.9791666666666
2024-11-26,6.75,71.875,1008.9458333333333
2024-11-26,6.75,72.125,1008.9250000000001
2024-11-26,6.75,72.375,1008.8833333333333
2024-11-26,6.75,72.625,1008.8625000000001
2024-11-26,6.75,72.875,1008.8458333333333
2024-11-26,6.75,73.125,1008.8249999999999
2024-11-26,6.75,73.375,1008.8041666666667
2024-11-26,6.75,73.625,1008.7833333333333
2024-11-26,6.75,73.875,1008.7624999999999
2024-11-26,6.75,74.125,1008.7624999999999
2024-11-26,6.75,74.375,1008.7458333333334
2024-11-26,6.75,74.625,1008.7416666666667
2024-11-26,6.75,74.875,1008.7416666666667
2024-11-26,6.75,75.125,1008.7583333333333
2024-11-26,6.75,75.375,1008.7875
2024-11-26,6.75,75.625,1008.7708333333334
2024-11-26,6.75,75.875,1008.7541666666666
2024-11-26,6.75,76.125,1008.75
2024-11-26,6.75,76.375,1008.6875
2024-11-26,6.75,76.625,1008.6208333333334
2024-11-26,6.75,76.875,1008.5791666666668
2024-11-26,6.75,77.125,1008.4875000000001
2024-11-26,6.75,77.375,1008.4083333333333
2024-11-26,6.75,77.625,1008.3375
2024-11-26,6.75,77.875,1008.2416666666667
2024-11-26,6.75,78.125,1008.1416666666668
2024-11-26,6.75,78.375,1008.0208333333334
2024-11-26,6.75,78.625,1007.7791666666667
2024-11-26,6.75,78.875,1007.4541666666668
2024-11-26,6.75,79.125,1007.2375000000001
2024-11-26,6.75,79.375,1006.9083333333333
2024-11-26,6.75,79.625,1006.5458333333332
2024-11-26,6.75,80.625,1008.1208333333334
2024-11-26,6.75,81.375,1004.8208333333333
2024-11-26,6.75,81.625,1004.5916666666667
2024-11-26,6.75,81.875,1004.3000000000001
2024-11-26,6.75,82.125,1003.6166666666667
2024-11-26,6.75,82.375,1003.2624999999999
2024-11-26,6.75,82.625,1002.7375000000001
2024-11-26,6.75,82.875,1002.3791666666666
2024-11-26,6.75,83.125,1002.25
2024-11-26,6.75,83.375,1002.2291666666666
2024-11-26,6.75,83.625,1002.3708333333334
2024-11-26,6.75,83.875,1002.9291666666667
2024-11-26,6.75,84.125,1003.2541666666666
2024-11-26,6.75,84.375,1003.5958333333333
2024-11-26,6.75,84.625,1004.1416666666668
2024-11-26,6.75,84.875,1004.3666666666667
2024-11-26,6.75,85.125,1004.6750000000001
2024-11-26,6.75,85.375,1004.8625000000001
2024-11-26,6.75,85.625,1005.1125000000001
2024-11-26,6.75,85.875,1005.3333333333334
2024-11-26,6.75,86.125,1005.4666666666667
2024-11-26,6.75,86.375,1005.7333333333332
2024-11-26,6.75,86.625,1005.8416666666667
2024-11-26,6.75,86.875,1005.9416666666666
2024-11-26,6.75,87.125,1006.0958333333333
2024-11-26,6.75,87.375,1006.2541666666666
2024-11-26,6.75,87.625,1006.375
2024-11-26,6.75,87.875,1006.4416666666666
2024-11-26,6.75,88.125,1006.5375
2024-11-26,6.75,88.375,1006.6458333333334
2024-11-26,6.75,88.625,1006.7125
2024-11-26,6.875,79.875,1006.3166666666666
2024-11-26,6.875,80.0,1006.3166666666666
2024-11-26,6.875,80.25,1006.35
2024-11-26,6.875,80.75,1009.5958333333333
2024-11-26,6.875,80.875,1008.6999999999999
2024-11-26,6.875,81.125,1007.0291666666667
2024-11-26,6.875,81.75,1004.4666666666667
2024-11-26,7.0,68.875,1009.3125
2024-11-26,7.0,69.125,1009.3000000000001
2024-11-26,7.0,69.375,1009.2916666666666
2024-11-26,7.0,69.625,1009.2624999999999
2024-11-26,7.0,69.875,1009.2541666666666
2024-11-26,7.0,70.125,1009.2166666666667
2024-11-26,7.0,70.375,1009.1791666666667
2024-11-26,7.0,70.625,1009.1541666666667
2024-11-26,7.0,70.875,1009.1
2024-11-26,7.0,71.125,1009.0666666666666
2024-11-26,7.0,71.375,1009.0416666666666
2024-11-26,7.0,71.625,1008.9916666666667
2024-11-26,7.0,71.875,1008.975
2024-11-26,7.0,72.125,1008.9499999999999
2024-11-26,7.0,72.375,1008.8874999999999
2024-11-26,7.0,72.625,1008.8874999999999
2024-11-26,7.0,72.875,1008.8625000000001
2024-11-26,7.0,73.125,1008.8291666666668
2024-11-26,7.0,73.375,1008.8041666666667
2024-11-26,7.0,73.625,1008.7916666666666
2024-11-26,7.0,73.875,1008.7624999999999
2024-11-26,7.0,74.125,1008.7541666666666
2024-11-26,7.0,74.375,1008.7541666666666
2024-11-26,7.0,74.625,1008.7541666666666
2024-11-26,7.0,74.875,1008.7791666666667
2024-11-26,7.0,75.125,1008.7833333333333
2024-11-26,7.0,75.375,1008.8166666666666
2024-11-26,7.0,75.625,1008.8041666666667
2024-11-26,7.0,75.875,1008.8083333333334
2024-11-26,7.0,76.125,1008.7624999999999
2024-11-26,7.0,76.375,1008.7125
2024-11-26,7.0,76.625,1008.6833333333334
2024-11-26,7.0,76.875,1008.6041666666666
2024-11-26,7.0,77.125,1008.5333333333333
2024-11-26,7.0,77.375,1008.4958333333334
2024-11-26,7.0,77.625,1008.4666666666667
